'	exclamation	lex112884.1_ἒ
μίτρῃ	noun	lex42092.1_μίτρα
μόγις	adverb	lex46659.1_μόγις
μόνη	adjective	lex46698.1_μόνος
μόνην	adjective	lex46698.1_μόνος
μόνοι	adjective	lex46698.1_μόνος
μόνον	adjective	lex46698.1_μόνος
μόνος	adjective	lex46698.1_μόνος
μόνου	adjective	lex46698.1_μόνος
μόνου	verb	lex45921.1_μονόω
μόνως	adverb	lex46700.1_μόνως
μόνως	verb	lex45921.1_μονόω
μόνως	adjective	lex46698.1_μόνος
μόνῳ	adjective	lex46698.1_μόνος
μόρια	adjective	lex46711.1_μόριος
μόρια	noun	lex46710.1_μόριον
μόριον	verb	lex45934.1_μορέω
μόριον	adjective	lex46711.1_μόριος
μόριον	noun	lex46710.1_μόριον
μόρον	noun	lex46716.1_μόρος
μόρον	noun	lex46714.1_μόρον
μότα	noun	lex46733.1_μότα
μύει	verb	lex46825.1_μύω
μύει	verb	lex46115.1_μυέω
μύει	verb	lex46113.1_μυάω
μύθῳ	noun	lex46877.1_μῦθος
μᾶλλον	adverb	lex46851.1_μᾶλλον
μᾶν	noun	lex42016.1_μής
μ᾽	pronoun	lex102511.1_ἐγώγε
μ᾽	pronoun	lex102510.1_ἐγώ
μῆ	noun	lex42016.1_μής
μῆκος	noun	lex46858.1_μῆκος
μῆλ'	noun	lex46860.1_μῆλον2
μῆλ'	noun	lex46859.1_μῆλον1
μῆλ'	noun	lex41989.1_μήλη
μῆλα	noun	lex46859.1_μῆλον1
μῆλα	noun	lex46860.1_μῆλον2
μῆλον	noun	lex46860.1_μῆλον2
μῆλον	noun	lex46859.1_μῆλον1
μῆλ᾽	noun	lex46860.1_μῆλον2
μῆλ᾽	noun	lex46859.1_μῆλον1
μῆλ᾽	noun	lex41989.1_μήλη
μῆνα	noun	lex42884.1_μείς
μῆνα	verb	lex42101.1_μαίνομαι
μῆνας	noun	lex42884.1_μείς
μῆνας	verb	lex42101.1_μαίνομαι
μῆνιν	noun	lex46862.1_μῆνις
μῆνις	noun	lex46862.1_μῆνις
μῆρ'	noun	lex46864.1_μῆρα
μῆρα	noun	lex46864.1_μῆρα
μῆρε	noun	lex46864.1_μῆρα
μῆτιν	noun	lex46866.1_μῆτις
μῆτις	noun	lex46866.1_μῆτις
μῆχος	noun	lex46869.1_μῆχος
μῖξιν	noun	lex46874.1_μῖξις
μῖξις	noun	lex46874.1_μῖξις
μῦθον	noun	lex46877.1_μῦθος
μῦθος	noun	lex46877.1_μῦθος
μῦν	noun	lex46882.1_μῦς
μῦρον	verb	lex46800.1_μύρω
μῦρον	noun	lex46881.1_μῦρος
μῦς	noun	lex46882.1_μῦς
μῶ	verb	lex41777.1_μάομαι
μῶ	noun	lex42016.1_μής
μῶμος	noun	lex46892.1_μῶμος
μῶσα	verb	lex46890.1_μῶμαι
μῶσα	noun	lex6354.1_Μοῦσαι
νΐφειν	verb	lex47053.1_νίφω
νάπη	noun	lex46910.1_νάπη
νάπη	noun	lex46911.1_νάπος
νάρκησε	verb	lex47139.1_ναρκάω
νέα	noun	lex47300.1_ναῦς
νέα	verb	lex47316.1_νεάω
νέα	adjective	lex46962.1_νέος
νέα	noun	lex46932.1_νέα
νέαις	adjective	lex46962.1_νέος
νέαις	noun	lex46932.1_νέα
νέας	noun	lex47300.1_ναῦς
νέας	verb	lex47316.1_νεάω
νέας	adjective	lex46962.1_νέος
νέας	noun	lex46932.1_νέα
νέαται	adjective	lex46939.1_νέατος
νέατοι	adjective	lex46939.1_νέατος
νέες	verb	lex46977.1_νέω1
νέες	verb	lex46976.1_νέω
νέες	verb	lex46978.1_νέω2
νέες	verb	lex46979.1_νέω3
νέες	noun	lex47300.1_ναῦς
νέεσθαι	verb	lex46979.1_νέω3
νέεσθαι	verb	lex46959.1_νέομαι
νέεσθαι	verb	lex46976.1_νέω
νέεσσι	noun	lex47300.1_ναῦς
νέκῡς	noun	lex46948.1_νέκυς
νέκυας	noun	lex46948.1_νέκυς
νέκυν	noun	lex46948.1_νέκυς
νέκυος	noun	lex46948.1_νέκυς
νέκυς	noun	lex46948.1_νέκυς
νέμεϊ	verb	lex46953.1_νέμω
νέμεϊ	noun	lex46952.1_νέμος
νέμονται	verb	lex46953.1_νέμω
νέοι	verb	lex46976.1_νέω
νέοι	verb	lex46977.1_νέω1
νέοι	adjective	lex46962.1_νέος
νέοι	verb	lex46978.1_νέω2
νέοι	verb	lex46979.1_νέω3
νέομαί	verb	lex46959.1_νέομαι
νέομαί	verb	lex46979.1_νέω3
νέομαί	verb	lex46976.1_νέω
νέομαι	verb	lex46959.1_νέομαι
νέομαι	verb	lex46976.1_νέω
νέομαι	verb	lex46979.1_νέω3
νέον	verb	lex46977.1_νέω1
νέον	verb	lex46978.1_νέω2
νέον	verb	lex46976.1_νέω
νέον	adjective	lex46962.1_νέος
νέον	verb	lex46979.1_νέω3
νέονται	verb	lex46976.1_νέω
νέονται	verb	lex46959.1_νέομαι
νέονται	verb	lex46979.1_νέω3
νέος	adjective	lex46962.1_νέος
νέους	verb	lex47895.1_νεόω
νέους	adjective	lex46962.1_νέος
νέουσι	verb	lex46977.1_νέω1
νέουσι	verb	lex46979.1_νέω3
νέουσι	verb	lex46978.1_νέω2
νέουσι	verb	lex46976.1_νέω
νέρτατοι	adjective	lex46967.1_νέρτατος
νέρτεροί	adjective	lex46968.1_νέρτερος
νέφεα	noun	lex46973.1_νέφος
νέφεσιν	noun	lex46973.1_νέφος
νέφεσσι	noun	lex46973.1_νέφος
νέφη	noun	lex46973.1_νέφος
νέφος	noun	lex46973.1_νέφος
νέφους	noun	lex46973.1_νέφος
νέω	verb	lex46979.1_νέω3
νέω	verb	lex47895.1_νεόω
νέω	adjective	lex46962.1_νέος
νέω	adverb	lex46980.1_νέω4
νέω	verb	lex46977.1_νέω1
νέω	verb	lex46976.1_νέω
νέων	verb	lex46976.1_νέω
νέων	verb	lex46979.1_νέω3
νέων	verb	lex46978.1_νέω2
νέων	verb	lex47316.1_νεάω
νέων	verb	lex46977.1_νέω1
νέων	adjective	lex46962.1_νέος
νέῳ	adjective	lex46962.1_νέος
νήδυμος	adjective	lex46989.1_νήδυμος
νήεσσι	noun	lex47300.1_ναῦς
νήπίος	adjective	lex47007.1_νήπιος
νήπι'	adjective	lex47007.1_νήπιος
νήπια	adjective	lex47007.1_νήπιος
νήπιοι	adjective	lex47007.1_νήπιος
νήπιον	adjective	lex47007.1_νήπιος
νήπιος	adjective	lex47007.1_νήπιος
νήσου	noun	lex48640.1_νῆσος
νήσων	verb	lex46976.1_νέω
νήσων	verb	lex46978.1_νέω2
νήσων	noun	lex48640.1_νῆσος
νήσωσιν	verb	lex46978.1_νέω2
νήσωσιν	verb	lex46976.1_νέω
νήσωσιν	verb	lex46979.1_νέω3
νήσῳ	noun	lex48640.1_νῆσος
νήφω	verb	lex47028.1_νήφω
νήφων	verb	lex47028.1_νήφω
νήφων	noun	lex47029.1_νήφων
νίκη	noun	lex47039.1_νίκη
νίκη	noun	lex48645.1_νῖκος
νίκη	verb	lex48061.1_νικάω
νίκην	noun	lex48645.1_νῖκος
νίκην	verb	lex48061.1_νικάω
νίκην	noun	lex47039.1_νίκη
νίκης	verb	lex48061.1_νικάω
νίκης	noun	lex47039.1_νίκη
νίκῃ	noun	lex47039.1_νίκη
νίφω	verb	lex47053.1_νίφω
ναίειν	verb	lex47065.1_ναίω2
ναίειν	verb	lex47064.1_ναίω1
ναίονται	verb	lex47065.1_ναίω2
ναίονται	verb	lex47064.1_ναίω1
ναίουσ'	verb	lex47065.1_ναίω2
ναίουσ'	verb	lex47064.1_ναίω1
ναίουσιν	verb	lex47064.1_ναίω1
ναίουσιν	verb	lex47065.1_ναίω2
ναίχι	adverb	lex47063.1_ναίχι
ναίω	verb	lex47065.1_ναίω2
ναίω	adjective	lex46993.1_νήιος
ναίω	verb	lex47064.1_ναίω1
ναίων	verb	lex47065.1_ναίω2
ναίων	adjective	lex46993.1_νήιος
ναίων	verb	lex47064.1_ναίω1
ναιεταούσῃ	verb	lex47078.1_ναιετάω
ναιεταώσῃ	verb	lex47078.1_ναιετάω
ναιετάουσι	verb	lex47078.1_ναιετάω
ναιετάω	verb	lex47078.1_ναιετάω
ναιετόωσαν	verb	lex47078.1_ναιετάω
ναιετῶ	verb	lex47078.1_ναιετάω
ναιομένους	verb	lex47065.1_ναίω2
ναιομένους	verb	lex47064.1_ναίω1
ναιέτης	verb	lex47078.1_ναιετάω
ναυπηγεῖ	adjective	lex47206.1_ναυπηγής
ναυπηγεῖ	verb	lex47205.1_ναυπηγέω
ναυπηγοῦ	noun	lex47212.1_ναυπηγός
ναυπηγοῦ	verb	lex47205.1_ναυπηγέω
ναυπηγός	noun	lex47212.1_ναυπηγός
ναυσικλυτὸς	adjective	lex47228.1_ναυσικλυτός
ναυστάθμου	noun	lex47282.1_ναύσταθμον
ναυστάθμου	noun	lex47283.1_ναύσταθμος
ναυστάθμῳ	noun	lex47283.1_ναύσταθμος
ναυστάθμῳ	noun	lex47282.1_ναύσταθμον
ναυσὶ	noun	lex47300.1_ναῦς
ναυσὶν	noun	lex47300.1_ναῦς
ναυσίν	noun	lex47300.1_ναῦς
ναυτῶν	noun	lex47286.1_ναύτης
ναύμαχα	adjective	lex47277.1_ναύμαχος
ναύμαχον	adjective	lex47277.1_ναύμαχος
ναὶ	adverb	lex47059.1_ναί
ναὶ	noun	lex47300.1_ναῦς
ναίεσκε	verb	lex47064.1_ναίω1
ναίεσκε	verb	lex47065.1_ναίω2
ναίοιμεν	verb	lex47064.1_ναίω1
ναίοιμεν	verb	lex47065.1_ναίω2
ναίοιτε	verb	lex47064.1_ναίω1
ναίοιτε	verb	lex47065.1_ναίω2
ναίω	verb	lex47064.1_ναίω1
ναίω	verb	lex47065.1_ναίω2
ναίω	adjective	lex46993.1_νήιος
ναὸν	noun	lex47268.1_ναός
ναύμαχα	adjective	lex47277.1_ναύμαχος
ναῖε	verb	lex47064.1_ναίω1
ναῖε	verb	lex47065.1_ναίω2
ναῖ᾽	verb	lex47065.1_ναίω2
ναῖ᾽	verb	lex47064.1_ναίω1
ναῦν	noun	lex47300.1_ναῦς
ναῦς	noun	lex47300.1_ναῦς
ναῦφι	noun	lex47300.1_ναῦς
ναῷ	noun	lex47268.1_ναός
νεήλυδες	noun	lex46943.1_νέηλυς
νείατον	adjective	lex46939.1_νέατος
νείκεα	noun	lex47914.1_νεῖκος
νείκεα	noun	http://data.perseus.org/collections/_νει
νείκεε	noun	lex47914.1_νεῖκος
νείκεε	verb	lex47390.1_νεικέω
νείκεε	noun	http://data.perseus.org/collections/_νει
νείκει	verb	lex47390.1_νεικέω
νείκει	noun	http://data.perseus.org/collections/_νει
νείκει	noun	lex47914.1_νεῖκος
νείκεον	verb	lex47390.1_νεικέω
νείκεσσ'	verb	lex47390.1_νεικέω
νείκεσσ'	noun	lex47914.1_νεῖκος
νείκεσσ'	noun	http://data.perseus.org/collections/_νει
νείκους	noun	http://data.perseus.org/collections/_νει
νείκους	noun	lex47914.1_νεῖκος
νείφειν	verb	lex47053.1_νίφω
νείφεται	verb	lex47053.1_νίφω
νείφω	verb	lex47053.1_νίφω
νεανίαι	noun	lex47334.1_νεανίης
νεανίσκοι	noun	lex47335.1_νεανίσκος
νεαροί	adjective	lex47355.1_νεαρός
νεαροὶ	adjective	lex47355.1_νεαρός
νεατὸν	noun	lex47359.1_νεατός
νεβρόν	noun	lex47376.1_νεβρός
νεικείειν	verb	lex47390.1_νεικέω
νεικείεσκε	verb	lex47390.1_νεικέω
νεικείων	verb	lex47390.1_νεικέω
νεικεῖν	verb	lex47390.1_νεικέω
νεικέσω	verb	lex47390.1_νεικέω
νειοῖο	noun	lex47400.1_νειός
νειόθεν	adverb	lex47398.1_νειόθεν
νειόθι	adverb	lex47399.1_νειόθι
νειός	noun	lex47400.1_νειός
νεκροί	verb	lex47457.1_νεκρόω
νεκροί	adjective	lex47453.1_νεκρός
νεκρούς	adjective	lex47453.1_νεκρός
νεκροὶ	verb	lex47457.1_νεκρόω
νεκροὶ	adjective	lex47453.1_νεκρός
νεκροὺς	adjective	lex47453.1_νεκρός
νεκρούς	adjective	lex47453.1_νεκρός
νεκροῖς	verb	lex47457.1_νεκρόω
νεκροῖς	adjective	lex47453.1_νεκρός
νεκροῖσιν	verb	lex47457.1_νεκρόω
νεκροῖσιν	adjective	lex47453.1_νεκρός
νεκροῦ	adjective	lex47453.1_νεκρός
νεκροῦ	verb	lex47457.1_νεκρόω
νεκρόν	adjective	lex47453.1_νεκρός
νεκρὸν	adjective	lex47453.1_νεκρός
νεκρόν	adjective	lex47453.1_νεκρός
νεκρῶν	adjective	lex47453.1_νεκρός
νεκρῶν	verb	lex47457.1_νεκρόω
νεκύεσσι	noun	lex46948.1_νέκυς
νεκύων	noun	lex46948.1_νέκυς
νεμέθοντο	verb	lex47493.1_νεμέθω
νεμεσήσαντος	verb	lex47499.1_νεμεσάω
νεμεσήσετ'	verb	lex47499.1_νεμεσάω
νεμεσήσεται	verb	lex47499.1_νεμεσάω
νεμεσήσηται	verb	lex47499.1_νεμεσάω
νεμεσσηθεὶς	verb	lex47499.1_νεμεσάω
νεμεσᾶ	verb	lex47499.1_νεμεσάω
νεμεσᾷ	verb	lex47499.1_νεμεσάω
νεμεσῶ	verb	lex47499.1_νεμεσάω
νεμέσσει	noun	lex46949.1_νέμεσις
νεμέσσει	verb	lex47499.1_νεμεσάω
νενεωλκήκασιν	verb	lex47768.1_νεωλκέω
νενεωλκημένας	verb	lex47768.1_νεωλκέω
νενικῆσθαι	verb	lex48061.1_νικάω
νενομισμένα	verb	lex48144.1_νομίζω
νενόμισται	verb	lex48144.1_νομίζω
νεοίατο	verb	lex47895.1_νεόω
νεοίατο	verb	lex46959.1_νέομαι
νεοίατο	verb	lex46976.1_νέω
νεοίατο	verb	lex46979.1_νέω3
νεοίμην	verb	lex47895.1_νεόω
νεοίμην	verb	lex46979.1_νέω3
νεοίμην	verb	lex46959.1_νέομαι
νεοίμην	verb	lex46976.1_νέω
νεοσσοὶ	noun	lex47631.1_νεοσσός
νεοσσοὺς	noun	lex47631.1_νεοσσός
νεοσσοῖς	noun	lex47631.1_νεοσσός
νεοσσῶν	noun	lex47631.1_νεοσσός
νεοτευχέες	adjective	lex47648.1_νεοτευχής
νεοττιὰν	noun	lex47622.1_νεοσσιά
νεοῦ	verb	lex47895.1_νεόω
νευραὶ	noun	lex47685.1_νευρή
νευραὶ	noun	lex47682.1_νευρά
νευρώδης	adjective	lex47727.1_νευρώδης
νευρώδους	adjective	lex47727.1_νευρώδης
νευρὰν	noun	lex47685.1_νευρή
νευρὰν	noun	lex47682.1_νευρά
νευράν	noun	lex47682.1_νευρά
νευράν	noun	lex47685.1_νευρή
νευρὴν	noun	lex47682.1_νευρά
νευρὴν	noun	lex47685.1_νευρή
νευρώδη	adjective	lex47727.1_νευρώδης
νευρᾶς	noun	lex47682.1_νευρά
νευρᾶς	noun	lex47685.1_νευρή
νεφέεσσι	noun	lex46973.1_νέφος
νεφέεσσιν	noun	lex46973.1_νέφος
νεφέλαι	noun	lex47734.1_νεφέλη
νεφέλας	noun	lex47734.1_νεφέλη
νεφέλη	noun	lex47734.1_νεφέλη
νεφέλην	noun	lex47734.1_νεφέλη
νεφέων	noun	lex46973.1_νέφος
νεφεληγερέτα	noun	lex47737.1_νεφεληγερέτα
νεφεληγερέτης	noun	lex47737.1_νεφεληγερέτα
νεφελῶν	noun	lex47734.1_νεφέλη
νεφρός	noun	lex47758.1_νεφρός
νεφέλαι	noun	lex47734.1_νεφέλη
νεφῶν	noun	lex46973.1_νέφος
νεωλκίας	noun	lex47769.1_νεωλκία
νεωστὶ	adverb	lex47784.1_νεωστί
νεωστί	adverb	lex47784.1_νεωστί
νεωτέραν	adjective	lex46962.1_νέος
νεωτέραν	adjective	lex47909.1_νεώτερος
νεωτέρας	adjective	lex47909.1_νεώτερος
νεωτέρας	adjective	lex46962.1_νέος
νεωτέροις	adjective	lex46962.1_νέος
νεωτέροις	adjective	lex47909.1_νεώτερος
νεωτέρου	adjective	lex47909.1_νεώτερος
νεωτέρου	adjective	lex46962.1_νέος
νεωτέρων	adjective	lex47909.1_νεώτερος
νεωτέρων	adjective	lex46962.1_νέος
νεωτερικὴ	adjective	lex47788.1_νεωτερικός
νεωτερικὴν	adjective	lex47788.1_νεωτερικός
νεωτερικὸν	adjective	lex47788.1_νεωτερικός
νεωτέρους	adjective	lex47909.1_νεώτερος
νεωτέρους	adjective	lex46962.1_νέος
νεωτέρων	adjective	lex46962.1_νέος
νεωτέρων	adjective	lex47909.1_νεώτερος
νεότης	noun	lex47873.1_νεότης
νεύουσα	verb	lex47897.1_νεύω
νεύρων	noun	lex47918.1_νεῦρον
νεύρων	verb	lex47726.1_νευρόω
νεύσομαι	verb	lex46977.1_νέω1
νεύσομαι	verb	lex47897.1_νεύω
νεύων	verb	lex47897.1_νεύω
νεών	noun	lex47905.1_νεώς
νεών	noun	lex47268.1_ναός
νεών	noun	lex47300.1_ναῦς
νεών	noun	lex47900.1_νεών
νεώς	noun	lex47268.1_ναός
νεώς	noun	lex47905.1_νεώς
νεώς	noun	lex47300.1_ναῦς
νεώτατος	adjective	lex46962.1_νέος
νεώτατος	adjective	lex47908.1_νεώτατος
νεώτεροι	adjective	lex46962.1_νέος
νεώτεροι	adjective	lex47909.1_νεώτερος
νεώτερον	adjective	lex47909.1_νεώτερος
νεώτερον	adjective	lex46962.1_νέος
νεώτερος	adjective	lex46962.1_νέος
νεώτερος	adjective	lex47909.1_νεώτερος
νεάζει	verb	lex47304.1_νεάζω
νεάζειν	verb	lex47304.1_νεάζω
νείκει	verb	lex47390.1_νεικέω
νείκει	noun	lex47914.1_νεῖκος
νείκει	noun	http://data.perseus.org/collections/_νει
νείκεσσεν	verb	lex47390.1_νεικέω
νεὸς	noun	lex47300.1_ναῦς
νεόν	noun	lex47400.1_νειός
νεόστροφον	adjective	lex47870.1_νεόστροφος
νεότητα	noun	lex47873.1_νεότης
νεὺσ'	verb	lex46977.1_νέω1
νεὺσ'	verb	lex46978.1_νέω2
νεὺσ'	verb	lex46976.1_νέω
νεὺσ'	verb	lex46979.1_νέω3
νεὼς	noun	lex47268.1_ναός
νεὼς	noun	lex47300.1_ναῦς
νεὼς	noun	lex47905.1_νεώς
νεώμεθα	verb	lex47316.1_νεάω
νεώμεθα	verb	lex46959.1_νέομαι
νεώμεθα	verb	lex46979.1_νέω3
νεώμεθα	verb	lex47895.1_νεόω
νεώμεθα	verb	lex46976.1_νέω
νεώμεθα	verb	http://data.perseus.org/collections/_´ώ
νεώτατος	adjective	lex46962.1_νέος
νεώτατος	adjective	lex47908.1_νεώτατος
νεώτεροι	adjective	lex46962.1_νέος
νεώτεροι	adjective	lex47909.1_νεώτερος
νεώτερον	adjective	lex46962.1_νέος
νεώτερον	adjective	lex47909.1_νεώτερος
νεώτερος	adjective	lex47909.1_νεώτερος
νεώτερος	adjective	lex46962.1_νέος
νεᾶνις	noun	lex47912.1_νεᾶνις
νεῖκος	noun	lex47914.1_νεῖκος
νεῖκος	noun	http://data.perseus.org/collections/_νει
νεῖν	verb	lex46979.1_νέω3
νεῖν	verb	lex46977.1_νέω1
νεῖν	verb	lex46978.1_νέω2
νεῖν	verb	lex46976.1_νέω
νεῦμαι	verb	lex46976.1_νέω
νεῦμαι	verb	lex46979.1_νέω3
νεῦμαι	verb	lex46959.1_νέομαι
νεῦρα	noun	lex47918.1_νεῦρον
νεῦρον	noun	lex47918.1_νεῦρον
νεῶν	noun	lex47905.1_νεώς
νεῶν	verb	http://data.perseus.org/collections/_´ώ
νεῶν	verb	lex47895.1_νεόω
νεῶν	noun	lex47268.1_ναός
νεῶν	noun	lex47300.1_ναῦς
νεῶν	noun	lex46932.1_νέα
νεῶν	verb	lex47316.1_νεάω
νεῶς	verb	lex47895.1_νεόω
νηΐ	noun	lex47300.1_ναῦς
νηΐ	noun	lex6593.1_Ναιάς
νηγάτεον	adjective	lex47924.1_νηγάτεος
νηγάτεος	adjective	lex47924.1_νηγάτεος
νηδύν	noun	lex47926.1_νηδύς
νηλής	adjective	lex47935.1_νηλής
νημερτὲς	adjective	lex47949.1_νημερτής
νηνεμίην	noun	lex47956.1_νηνεμία
νηοῦ	noun	lex47268.1_ναός
νηοῦ	verb	lex47922.1_νηέω
νηπία	adjective	lex47007.1_νήπιος
νηπία	noun	lex47976.1_νηπιάα
νηπίῳ	adjective	lex47007.1_νήπιος
νησί	noun	lex47300.1_ναῦς
νηυσί	noun	lex47300.1_ναῦς
νηυσίν	noun	lex47300.1_ναῦς
νηυσὶ	noun	lex47300.1_ναῦς
νηυσὶν	noun	lex47300.1_ναῦς
νηυσί	noun	lex47300.1_ναῦς
νηυσίν	noun	lex47300.1_ναῦς
νηφάλια	adjective	lex48042.1_νηφάλιος
νηός	noun	lex47268.1_ναός
νηός	noun	lex47300.1_ναῦς
νηὰς	noun	lex47921.1_νηάς
νηὸν	noun	lex47268.1_ναός
νηὸς	noun	lex47268.1_ναός
νηὸς	noun	lex47300.1_ναῦς
νηῒ	noun	lex6593.1_Ναιάς
νηῒ	noun	lex47300.1_ναῦς
νηΐ	noun	lex47300.1_ναῦς
νηΐ	noun	lex6593.1_Ναιάς
νηῦς	noun	lex47300.1_ναῦς
νηῶν	verb	lex47922.1_νηέω
νηῶν	noun	lex47300.1_ναῦς
νηῶν	noun	lex47268.1_ναός
νικήσαντι	verb	lex48061.1_νικάω
νικήσωσιν	verb	lex48061.1_νικάω
νικηθέντες	verb	lex48061.1_νικάω
νικησάντων	verb	lex48061.1_νικάω
νικωμένους	verb	lex48061.1_νικάω
νικώμενος	verb	lex48061.1_νικάω
νικήσαντος	verb	lex48061.1_νικάω
νικήσας	verb	lex48061.1_νικάω
νικήσω	verb	lex48061.1_νικάω
νικήσῃ	verb	lex48061.1_νικάω
νικᾶ	verb	lex48061.1_νικάω
νικᾶν	noun	lex47039.1_νίκη
νικᾶν	verb	lex48061.1_νικάω
νικᾶται	verb	lex48061.1_νικάω
νικᾷ	verb	lex48061.1_νικάω
νικῆσαι	verb	lex48061.1_νικάω
νικῶμαι	verb	lex48061.1_νικάω
νικῶντα	verb	lex48061.1_νικάω
νικῶνται	verb	lex48061.1_νικάω
νικῶντες	verb	lex48061.1_νικάω
νικῶσιν	verb	lex48061.1_νικάω
νιφάδα	noun	lex48100.1_νιφάς
νιφάδες	noun	lex48100.1_νιφάς
νιφέμεν	verb	lex47053.1_νίφω
νιφέμεν	verb	lex47036.1_νίζω
νιφετὸν	noun	lex48102.1_νιφετός
νιφόεντος	adjective	lex48109.1_νιφόεις
νιφάδεσσιν	noun	lex48100.1_νιφάς
νοήμασι	noun	lex48562.1_νόημα
νοήσαντας	verb	lex48111.1_νοέω
νοήσας	verb	lex48111.1_νοέω
νοήσω	verb	lex48111.1_νοέω
νοήσωμεν	verb	lex48111.1_νοέω
νοήσῃ	verb	lex48111.1_νοέω
νοήσῃ	noun	lex48564.1_νόησις
νοείσθω	verb	lex48111.1_νοέω
νοεῖ	verb	lex48111.1_νοέω
νοεῖαι	verb	lex48111.1_νοέω
νοεῖν	verb	lex48111.1_νοέω
νοεῖσθαι	verb	lex48111.1_νοέω
νοεῖται	verb	lex48111.1_νοέω
νοεῖτον	verb	lex48111.1_νοέω
νοηθῇ	verb	lex48111.1_νοέω
νοητέον	adjective	lex48124.1_νοητέος
νοητέον	adjective	lex48123.1_νοητέον
νοητοὶ	adjective	lex48126.1_νοητός
νοητοῦ	adjective	lex48126.1_νοητός
νοητόν	adjective	lex48126.1_νοητός
νοητέον	adjective	lex48124.1_νοητέος
νοητέον	adjective	lex48123.1_νοητέον
νοητὸν	adjective	lex48126.1_νοητός
νομή	noun	lex48141.1_νομή
νομίζει	verb	lex48144.1_νομίζω
νομίζεσθαι	verb	lex48144.1_νομίζω
νομίζεται	verb	lex48144.1_νομίζω
νομίζοντες	verb	lex48144.1_νομίζω
νομίζων	verb	lex48144.1_νομίζω
νομίμως	adjective	lex48570.1_νόμιμος
νομίσας	verb	lex48144.1_νομίζω
νομίσμασιν	noun	lex48573.1_νόμισμα
νομίσματος	noun	lex48573.1_νόμισμα
νομεὺς	noun	lex48158.1_νομεύς
νομισθείς	verb	lex48144.1_νομίζω
νομισθεῖσαν	verb	lex48144.1_νομίζω
νομισμάτων	noun	lex48573.1_νόμισμα
νομιστέον	adjective	lex48167.1_νομιστέος
νομοθέτην	noun	lex48185.1_νομοθέτης
νομοῦ	noun	lex48205.1_νομός
νομίζει	verb	lex48144.1_νομίζω
νομίζω	verb	lex48144.1_νομίζω
νομίμων	adjective	lex48570.1_νόμιμος
νομίσαντα	verb	lex48144.1_νομίζω
νομίσας	verb	lex48144.1_νομίζω
νομίσμασιν	noun	lex48573.1_νόμισμα
νομᾶς	noun	lex48141.1_νομή
νομᾶς	verb	lex48137.1_νομάζω
νομᾶς	noun	lex48158.1_νομεύς
νομῆες	noun	lex48158.1_νομεύς
νομῆς	noun	lex48158.1_νομεύς
νομῆς	noun	lex48141.1_νομή
νομῆς	verb	lex48137.1_νομάζω
νοουμένου	verb	lex48310.1_νοόω
νοουμένου	verb	lex48111.1_νοέω
νοούμενον	verb	lex48310.1_νοόω
νοούμενον	verb	lex48111.1_νοέω
νοοῦ	verb	lex48111.1_νοέω
νοοῦ	verb	lex48310.1_νοόω
νοοῦμεν	verb	lex48310.1_νοόω
νοοῦμεν	verb	lex48111.1_νοέω
νοοῦντες	verb	lex48111.1_νοέω
νοοῦντες	verb	lex48310.1_νοόω
νοοῦσι	verb	lex48111.1_νοέω
νοοῦσι	verb	lex48310.1_νοόω
νοσήματα	noun	lex48579.1_νόσημα
νοσεῖν	verb	lex48220.1_νοσέω
νοστήσαιμι	verb	lex48255.1_νοστέω
νοστήσας	verb	lex48255.1_νοστέω
νουθεσίᾳ	noun	lex48284.1_νουθεσία
νοήμασι	noun	lex48562.1_νόημα
νοήματι	noun	lex48562.1_νόημα
νοήσαντες	verb	lex48111.1_νοέω
νοήσας	verb	lex48111.1_νοέω
νοήσει	noun	lex48564.1_νόησις
νοήσει	verb	lex48111.1_νοέω
νοῆσαι	verb	lex48111.1_νοέω
νοῦ	verb	lex46959.1_νέομαι
νοῦ	noun	lex48576.1_νόος
νοῦ	verb	lex46979.1_νέω3
νοῦ	verb	lex46976.1_νέω̄
νοῦ	verb	lex46977.1_νέω1
νοῦ	verb	lex46976.1_νέω
νοῦν	verb	lex46976.1_νέω
νοῦν	noun	lex48576.1_νόος
νοῦν	verb	lex46978.1_νέω2
νοῦν	verb	lex46979.1_νέω3
νοῦν	verb	lex46977.1_νέω1
νοῦς	noun	lex48576.1_νόος
νοῶν	verb	lex48310.1_νοόω
νοῶν	verb	lex48111.1_νοέω
νοῶς	verb	lex48310.1_νοόω
νοῶσιν	verb	lex48111.1_νοέω
νοῶσιν	verb	lex48310.1_νοόω
νυ	adverb	lex48646.1_νῦν
νυκτί	noun	lex48605.1_νύξ
νυκτεγερσία	noun	lex48347.1_νυκτεγερσία
νυκτός	noun	lex48605.1_νύξ
νυκτὶ	noun	lex48605.1_νύξ
νυκτὸς	noun	lex48605.1_νύξ
νυκτός	noun	lex48605.1_νύξ
νυμφίοι	adjective	lex48443.1_νυμφίος2
νυμφίοι	noun	lex48442.1_νυμφίος1
νυμφῶν	noun	lex48601.1_νύμφη
νυν	adverb	lex48646.1_νῦν
νυνὶ	adverb	lex48479.1_νυνί
νυττόμενος	verb	lex48609.1_νύσσω
νωθὴς	adjective	lex48511.1_νωθής
νωλεμὲς	adverb	lex48527.1_νωλεμές
νωνύμνους	adjective	lex48623.1_νώνυμνος
νόημα	noun	lex48562.1_νόημα
