'	exclamation	lex112884.1_ἒ
ἐκκλησιῶν	noun	http://data.perseus.org/collections/_ἐκκλησία
ἐκκλησιῶν	verb	http://data.perseus.org/collections/_ἐκκλησιάζω
ἐκκλίνει	verb	http://data.perseus.org/collections/_ἐκκλίνω
ἐκκρέμαται	verb	http://data.perseus.org/collections/_ἐκκρεμάννυμι
ἐκκόπτουσιν	verb	http://data.perseus.org/collections/_ἐκκόπτω
ἐκλάθετ'	verb	http://data.perseus.org/collections/_ἐκλανθάνω
ἐκλάσθη	verb	http://data.perseus.org/collections/_κλάω
ἐκλέγεται	verb	http://data.perseus.org/collections/_ἐκλέγω
ἐκλέλαθον	verb	http://data.perseus.org/collections/_ἐκλανθάνω
ἐκλήθη	verb	http://data.perseus.org/collections/_καλέω
ἐκλήθησαν	verb	http://data.perseus.org/collections/_καλέω
ἐκλαβών	verb	http://data.perseus.org/collections/_ἐκλαμβάνω
ἐκλαβῶν	noun	http://data.perseus.org/collections/_ἐκλαβή
ἐκλαθομένων	verb	http://data.perseus.org/collections/_ἐκλανθάνω
ἐκλαμβάνων	verb	http://data.perseus.org/collections/_ἐκλαμβάνω
ἐκλειπούσης	verb	http://data.perseus.org/collections/_ἐκλείπω
ἐκλελυμένος	verb	http://data.perseus.org/collections/_ἐκλύω
ἐκλείποντα	verb	http://data.perseus.org/collections/_ἐκλείπω
ἐκληπτέον	adjective	http://data.perseus.org/collections/_ἐκληπτέον
ἐκληπτέον	adjective	http://data.perseus.org/collections/_ἐκληπτέον
ἐκλογὴν	noun	http://data.perseus.org/collections/_ἐκλογή
ἐκλύει	verb	http://data.perseus.org/collections/_ἐκλύω
ἐκλήθη	verb	http://data.perseus.org/collections/_καλέω
ἐκλήθησαν	verb	http://data.perseus.org/collections/_καλέω
ἐκλίθη	verb	http://data.perseus.org/collections/_κλίνω
ἐκλύει	verb	http://data.perseus.org/collections/_ἐκλύω
ἐκλύεται	verb	http://data.perseus.org/collections/_ἐκλύω
ἐκλῦσαι	verb	http://data.perseus.org/collections/_ἐκλύω
ἐκμαρτυρήσαντος	verb	http://data.perseus.org/collections/_ἐκμαρτυρέω
ἐκμειλίσσειν	verb	http://data.perseus.org/collections/_ἐκμειλίσσω
ἐκοιμῶντο	verb	http://data.perseus.org/collections/_κοιμάω
ἐκοινώνησαν	verb	http://data.perseus.org/collections/_κοινωνέω
ἐκορέσθη	verb	http://data.perseus.org/collections/_κορέννυμι
ἐκορέσθημεν	verb	http://data.perseus.org/collections/_κορέννυμι
ἐκορέσσατο	verb	http://data.perseus.org/collections/_κορέννυμι
ἐκοσμήθησαν	verb	http://data.perseus.org/collections/_κοσμέω
ἐκπέπτωκεν	verb	http://data.perseus.org/collections/_ἐκπίτνω
ἐκπέρσαι	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπέρσει	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπέρσειν	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπέρσουσι	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπέρσωσ'	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπέρσωσιν	verb	http://data.perseus.org/collections/_ἐκπέρθω
ἐκπίπτει	verb	http://data.perseus.org/collections/_ἐκπίτνω
ἐκπίπτουσι	verb	http://data.perseus.org/collections/_ἐκπίτνω
ἐκπασσόμενον	verb	http://data.perseus.org/collections/_ἐκ-πάσσω
ἐκπεμφθῆναι	verb	http://data.perseus.org/collections/_ἐκπέμπω
ἐκπεπνευκότα	verb	http://data.perseus.org/collections/_ἐκπνέω
ἐκπεράᾳ	verb	http://data.perseus.org/collections/_ἐκπεράω
ἐκπεσεῖν	verb	http://data.perseus.org/collections/_ἐκπίτνω
ἐκπλήξειν	verb	http://data.perseus.org/collections/_ἐκπλήσσω
ἐκπλήξεως	noun	http://data.perseus.org/collections/_ἔκπληξις
ἐκπλήσσουσι	verb	http://data.perseus.org/collections/_ἐκπλήσσω
ἐκπλαγείς	verb	http://data.perseus.org/collections/_ἐκπλήσσω
ἐκπλαγείς	verb	http://data.perseus.org/collections/_ἐκπλάσσω
ἐκπλαγεὶς	verb	http://data.perseus.org/collections/_ἐκπλήσσω
ἐκπλαγεὶς	verb	http://data.perseus.org/collections/_ἐκπλάσσω
ἐκπλεῦσαι	verb	http://data.perseus.org/collections/_ἐκπλέω
ἐκπληκτικῶς	adjective	http://data.perseus.org/collections/_ἐκπληκτικός
ἐκπληροῦντας	verb	http://data.perseus.org/collections/_ἐκπληρόω
ἐκπλήρους	verb	http://data.perseus.org/collections/_ἐκπληρόω
ἐκπλῆξαι	verb	http://data.perseus.org/collections/_ἐκπλήσσω
ἐκπρεπέστατον	adjective	http://data.perseus.org/collections/_ἐκπρεπής
ἐκπίπτειν	verb	http://data.perseus.org/collections/_ἐκπίτνω
ἐκράτει	verb	http://data.perseus.org/collections/_κρατέω
ἐκράτησε	verb	http://data.perseus.org/collections/_κρατέω
ἐκράτησεν	verb	http://data.perseus.org/collections/_κρατέω
ἐκράτουν	verb	http://data.perseus.org/collections/_κρατέω
ἐκρέμασε	verb	http://data.perseus.org/collections/_κρεμάζω
ἐκρέμασε	verb	http://data.perseus.org/collections/_κρεμάννυμι
ἐκρέμω	verb	http://data.perseus.org/collections/_κρεμάννυμι
ἐκρέμω	verb	http://data.perseus.org/collections/_κρεμόω
ἐκράτει	verb	http://data.perseus.org/collections/_κρατέω
ἐκράτεις	verb	http://data.perseus.org/collections/_κρατέω
ἐκσπασσαμένω	verb	http://data.perseus.org/collections/_ἐκσπάω
ἐκσπασσαμένῳ	verb	http://data.perseus.org/collections/_ἐκσπάω
ἐκσπάσας	verb	http://data.perseus.org/collections/_ἐκσπάω
ἐκτάμνειν	verb	http://data.perseus.org/collections/_ἐκτέμνω
ἐκτάμνοντες	verb	http://data.perseus.org/collections/_ἐκτέμνω
ἐκτάσει	noun	http://data.perseus.org/collections/_ἔκτασις
ἐκτέμνεσθαι	verb	http://data.perseus.org/collections/_ἐκτέμνω
ἐκτέτανται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτέταται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτίθησιν	verb	http://data.perseus.org/collections/_ἐκτίθημι
ἐκταδίην	adjective	http://data.perseus.org/collections/_ἐκτάδιος
ἐκτανύσας	verb	http://data.perseus.org/collections/_ἐκτανύω
ἐκτατέον	adjective	http://data.perseus.org/collections/_ἐκτατέον
ἐκτατέον	adjective	http://data.perseus.org/collections/_ἐκτατέον
ἐκτείνας	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνει	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνειν	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνεσθαι	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνεται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνομεν	verb	http://data.perseus.org/collections/_κτείνω
ἐκτείνομεν	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνοντες	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνουσι	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνουσιν	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτεθῆναι	verb	http://data.perseus.org/collections/_ἐκτίθημι
ἐκτεινομένη	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτεινόμενον	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτελέεσθαι	verb	http://data.perseus.org/collections/_ἐκτελέω
ἐκτελοῦσα	verb	http://data.perseus.org/collections/_ἐκτελέω
ἐκτετάσθαι	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτετάχθαι	verb	http://data.perseus.org/collections/_ἐκτάσσω
ἐκτεταμένον	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτεταμένως	adverb	http://data.perseus.org/collections/_ἐκτεταμένως
ἐκτεταμένως	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτεταμένος	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτεταμένως	adverb	http://data.perseus.org/collections/_ἐκτεταμένως
ἐκτεταμένως	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτετύπωκε	verb	http://data.perseus.org/collections/_ἐκτυπόω
ἐκτείνειν	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνεσθαι	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνεται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνην	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτείνονται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτιθεμένου	verb	http://data.perseus.org/collections/_ἐκτίθημι
ἐκτιτρώσκει	verb	http://data.perseus.org/collections/_ἐκτιτρώσκω
ἐκτομὰς	noun	http://data.perseus.org/collections/_ἐκτομάς
ἐκτομὰς	noun	http://data.perseus.org/collections/_ἐκτομή
ἐκτομὴν	noun	http://data.perseus.org/collections/_ἐκτομή
ἐκτομῆς	noun	http://data.perseus.org/collections/_ἐκτομεύς
ἐκτομῆς	verb	http://data.perseus.org/collections/_ἐκτομάζω
ἐκτομῆς	noun	http://data.perseus.org/collections/_ἐκτομή
ἐκτρέπει	verb	http://data.perseus.org/collections/_ἐκτρέπω
ἐκτρέχειν	verb	http://data.perseus.org/collections/_ἐκτρέχω
ἐκτραγῳδεῖ	verb	http://data.perseus.org/collections/_ἐκτραγῳδέω
ἐκτύπει	verb	http://data.perseus.org/collections/_κτυπέω
ἐκτάσει	noun	http://data.perseus.org/collections/_ἔκτασις
ἐκτέμνεσθαι	verb	http://data.perseus.org/collections/_ἐκτέμνω
ἐκτέταται	verb	http://data.perseus.org/collections/_ἐκτείνω
ἐκτίθενται	verb	http://data.perseus.org/collections/_ἐκτίθημι
ἐκτίθεται	verb	http://data.perseus.org/collections/_ἐκτίθημι
ἐκτὸς	adverb	http://data.perseus.org/collections/_ἐκτός
ἐκφέρει	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφέρεται	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφέροι	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφαυλίσει	verb	http://data.perseus.org/collections/_ἐκφαυλίζω
ἐκφερέμεν	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφερομένην	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφερόμενα	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφεύγειν	verb	http://data.perseus.org/collections/_ἐκφεύγω
ἐκφυγεῖν	verb	http://data.perseus.org/collections/_ἐκφεύγω
ἐκφωνεῖ	verb	http://data.perseus.org/collections/_ἐκφωνέω
ἐκφωνουμένην	verb	http://data.perseus.org/collections/_ἐκφωνέω
ἐκφύγω	verb	http://data.perseus.org/collections/_ἐκφεύγω
ἐκφέρει	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφέρειν	verb	http://data.perseus.org/collections/_ἐκφέρω
ἐκφύγωμεν	verb	http://data.perseus.org/collections/_ἐκφεύγω
ἐκχεῖ	verb	http://data.perseus.org/collections/_ἐκχέω
ἐκχυθὲν	verb	http://data.perseus.org/collections/_ἐκχέω
ἐκωλύθη	verb	http://data.perseus.org/collections/_κωλύω
ἐκόμισεν	verb	http://data.perseus.org/collections/_κομίζω
ἐκύει	verb	http://data.perseus.org/collections/_κυέω
ἐκώλυεν	verb	http://data.perseus.org/collections/_κωλύω
ἐκώλυον	verb	http://data.perseus.org/collections/_κωλύω
ἐκώλυσεν	verb	http://data.perseus.org/collections/_κωλύω
ἐκάλει	verb	http://data.perseus.org/collections/_καλέω
ἐκάλεσεν	verb	http://data.perseus.org/collections/_καλέω
ἐκάλουν	verb	http://data.perseus.org/collections/_καλέω
ἐκέκαστο	verb	http://data.perseus.org/collections/_καίνυμαι
ἐκέλευε	verb	http://data.perseus.org/collections/_κελεύω
ἐκίνησε	verb	http://data.perseus.org/collections/_κινέω
ἐκίνησεν	verb	http://data.perseus.org/collections/_κινέω
ἐκίχανε	verb	http://data.perseus.org/collections/_κιχάνω
ἐκόσμηθεν	verb	http://data.perseus.org/collections/_κοσμέω
ἐκύδανα	verb	http://data.perseus.org/collections/_κυδαίνω
ἐκώλυσε	verb	http://data.perseus.org/collections/_κωλύω
ἐλάθετο	verb	http://data.perseus.org/collections/_λανθάνω
ἐλάμβανεν	verb	http://data.perseus.org/collections/_λαμβάνω
ἐλάμβανον	verb	http://data.perseus.org/collections/_λαμβάνω
ἐλάνθανε	verb	http://data.perseus.org/collections/_λανθάνω
ἐλάσασκεν	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλάσσαι	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλάσσονας	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάσσους	verb	http://data.perseus.org/collections/_ἐλασσόω
ἐλάσσους	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάταις	noun	http://data.perseus.org/collections/_ἐλάτης
ἐλάταις	noun	http://data.perseus.org/collections/_ἐλάτη
ἐλάττονα	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάττονες	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάττονι	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάττοσι	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάττους	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάττους	verb	http://data.perseus.org/collections/_ἐλασσόω
ἐλάττων	verb	http://data.perseus.org/collections/_ἐλασσόω
ἐλάττων	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάτῃσι	noun	http://data.perseus.org/collections/_ἐλάτης
ἐλάτῃσι	noun	http://data.perseus.org/collections/_ἐλάτη
ἐλάφοισι	noun	http://data.perseus.org/collections/_ἔλαφος
ἐλάφω	noun	http://data.perseus.org/collections/_ἔλαφος
ἐλάφῳ	noun	http://data.perseus.org/collections/_ἔλαφος
ἐλάχιστος	adjective	http://data.perseus.org/collections/_ἐλάχιστος
ἐλέαιρε	verb	http://data.perseus.org/collections/_ἐλεαίρω
ἐλέγξῃς	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέγομέν	verb	http://data.perseus.org/collections/_λέγω2
ἐλέγομέν	verb	http://data.perseus.org/collections/_λέγω1
ἐλέγομέν	verb	http://data.perseus.org/collections/_λέγω3
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω2
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω3
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω1
ἐλέγοντο	verb	http://data.perseus.org/collections/_λέγω1
ἐλέγοντο	verb	http://data.perseus.org/collections/_λέγω3
ἐλέγοντο	verb	http://data.perseus.org/collections/_λέγω2
ἐλέγχεα	noun	http://data.perseus.org/collections/_ἔλεγχος1
ἐλέγχει	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέγχει	noun	http://data.perseus.org/collections/_ἔλεγχος1
ἐλέγχεται	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέγχονται	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέησεν	verb	http://data.perseus.org/collections/_ἐλεέω
ἐλέησεν	verb	http://data.perseus.org/collections/_ἐλεάω
ἐλέλιξεν	verb	http://data.perseus.org/collections/_ἐλελίζω2
ἐλέλιξεν	verb	http://data.perseus.org/collections/_ἐλελίζω1
ἐλέους	noun	http://data.perseus.org/collections/_ἔλεος
ἐλήλυθε	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλήφθη	verb	http://data.perseus.org/collections/_λαμβάνω
ἐλίποντο	verb	http://data.perseus.org/collections/_λείπω
ἐλίσσετο	verb	http://data.perseus.org/collections/_ἑλίσσω
ἐλίσσετο	verb	http://data.perseus.org/collections/_ἐλίσσω
ἐλίσσετο	verb	http://data.perseus.org/collections/_λίσσομαι
ἐλίσσοντο	verb	http://data.perseus.org/collections/_λίσσομαι
ἐλίσσοντο	verb	http://data.perseus.org/collections/_ἐλίσσω
ἐλίσσοντο	verb	http://data.perseus.org/collections/_ἑλίσσω
ἐλίσσουσι	verb	http://data.perseus.org/collections/_ἑλίσσω
ἐλίσσουσι	verb	http://data.perseus.org/collections/_ἐλίσσω
ἐλαίαν	verb	http://data.perseus.org/collections/_ἐλαιάω
ἐλαίαν	noun	http://data.perseus.org/collections/_ἐλαία
ἐλαίας	verb	http://data.perseus.org/collections/_ἐλαιάω
ἐλαίας	noun	http://data.perseus.org/collections/_ἐλαία
ἐλαίου	verb	http://data.perseus.org/collections/_ἐλαιόω
ἐλαίου	noun	http://data.perseus.org/collections/_ἔλαιος
ἐλαίου	noun	http://data.perseus.org/collections/_ἔλαιον
ἐλαίω	verb	http://data.perseus.org/collections/_ἐλαιόω
ἐλαίω	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαίω	noun	http://data.perseus.org/collections/_ἔλαιος
ἐλαίω	noun	http://data.perseus.org/collections/_ἔλαιον
ἐλαττοῦσθαι	verb	http://data.perseus.org/collections/_ἐλασσόω
ἐλαττώμασιν	noun	http://data.perseus.org/collections/_ἐλάττωμα
ἐλατῆρα	noun	http://data.perseus.org/collections/_ἐλατήρ
ἐλαυνόμενος	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαυνόμενος	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαφρά	adjective	http://data.perseus.org/collections/_ἐλαφρός
ἐλαφροτάτῃ	adjective	http://data.perseus.org/collections/_ἐλαφρός
ἐλαφρότατον	adjective	http://data.perseus.org/collections/_ἐλαφρός
ἐλαφρὰ	adjective	http://data.perseus.org/collections/_ἐλαφρός
ἐλαφρὸν	adjective	http://data.perseus.org/collections/_ἐλαφρός
ἐλαφυραγώγησεν	verb	http://data.perseus.org/collections/_λαφυραγωγέω
ἐλαύνειν	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνετον	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνοντες	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνοντος	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνων	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνωσι	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνει	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλαύνων	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλεήμονες	adjective	http://data.perseus.org/collections/_ἐλεήμων
ἐλεήσας	verb	http://data.perseus.org/collections/_ἐλεέω
ἐλεήσας	verb	http://data.perseus.org/collections/_ἐλεάω
ἐλείου	verb	http://data.perseus.org/collections/_λειόω
ἐλεαίρεις	verb	http://data.perseus.org/collections/_ἐλεαίρω
ἐλεγκτικῶς	adjective	http://data.perseus.org/collections/_ἐλεγκτικός
ἐλεεινοὶ	adjective	http://data.perseus.org/collections/_ἐλεεινός
ἐλεεινὰ	adjective	http://data.perseus.org/collections/_ἐλεεινός
ἐλεεῖ	verb	http://data.perseus.org/collections/_ἐλεάω
ἐλεεῖν	verb	http://data.perseus.org/collections/_ἐλεέω
ἐλειποψύχουν	verb	http://data.perseus.org/collections/_λιποψυχέω
ἐλελήκει	verb	http://data.perseus.org/collections/_λάσκω
ἐλελήκει	verb	http://data.perseus.org/collections/_λανθάνω
ἐλεοῖσιν	verb	http://data.perseus.org/collections/_ἐλεάω
ἐλεοῖσιν	noun	http://data.perseus.org/collections/_ἐλεός
ἐλεοῖσιν	verb	http://data.perseus.org/collections/_ἐλεέω
ἐλεοῦσι	verb	http://data.perseus.org/collections/_ἐλεέω
ἐλεόθρεπτόν	adjective	http://data.perseus.org/collections/_ἑλεόθρεπτος
ἐλεύσομαι	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλεύσῃ	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλεύσῃ	noun	http://data.perseus.org/collections/_ἔλευσις
ἐλεήμονες	adjective	http://data.perseus.org/collections/_ἐλεήμων
ἐληλυθέναι	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐληλυθότες	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐληλυθότων	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐληλύθασιν	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθέ	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθεῖν	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθοῦσα	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθόντ'	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθόντα	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθόντας	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθόντες	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθών	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθὲ	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθέ	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλθὼν	verb	http://data.perseus.org/collections/_ἔρχομαι
ἐλιπαίνετο	verb	http://data.perseus.org/collections/_λιπαίνω
ἐλισσόμενον	verb	http://data.perseus.org/collections/_ἐλίσσω
ἐλισσόμενον	verb	http://data.perseus.org/collections/_ἑλίσσω
ἐλλείπει	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλείπειν	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλείποντος	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλείψαντος	verb	http://data.perseus.org/collections/_ἐν-λείβω
ἐλλείψει	noun	http://data.perseus.org/collections/_ἔλλειψις
ἐλλείψει	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλείπει	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλείπειν	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλεῖπον	verb	http://data.perseus.org/collections/_ἐλλείπω
ἐλλιπής	adjective	http://data.perseus.org/collections/_ἐλλιπής
ἐλογίσατο	verb	http://data.perseus.org/collections/_λογίζομαι
ἐλοιδόρει	verb	http://data.perseus.org/collections/_λοιδορέω
ἐλοιδόρησε	verb	http://data.perseus.org/collections/_λοιδορέω
ἐλούσατο	verb	http://data.perseus.org/collections/_λούω
ἐλπίδα	noun	http://data.perseus.org/collections/_ἐλπίς
ἐλπίδας	noun	http://data.perseus.org/collections/_ἐλπίς
ἐλπίζω	verb	http://data.perseus.org/collections/_ἐλπίζω
ἐλπίζων	verb	http://data.perseus.org/collections/_ἐλπίζω
ἐλπιδοποιούμενος	verb	http://data.perseus.org/collections/_ἐλπιδοποιέω
ἐλπόμενος	verb	http://data.perseus.org/collections/_ἔλπω
ἐλπὶς	noun	http://data.perseus.org/collections/_ἐλπίς
ἐλπίδα	noun	http://data.perseus.org/collections/_ἐλπίς
ἐλπίδι	noun	http://data.perseus.org/collections/_ἐλπίς
ἐλπίζεται	verb	http://data.perseus.org/collections/_ἐλπίζω
ἐλυμαίνοντο	verb	http://data.perseus.org/collections/_λυμαίνομαι
ἐλυσθείς	verb	http://data.perseus.org/collections/_ἐλύω
ἐλωβήσω	verb	http://data.perseus.org/collections/_λωβάομαι
ἐλόχα	verb	http://data.perseus.org/collections/_λοχάω
ἐλάβετο	verb	http://data.perseus.org/collections/_λαμβάνω
ἐλάσσων	verb	http://data.perseus.org/collections/_ἐλασσόω
ἐλάσσων	adjective	http://data.perseus.org/collections/_ἐλάσσων
ἐλάσσων	verb	http://data.perseus.org/collections/_ἐλαύνω
ἐλάφου	noun	http://data.perseus.org/collections/_ἔλαφος
ἐλέγετο	verb	http://data.perseus.org/collections/_λέγω2
ἐλέγετο	verb	http://data.perseus.org/collections/_λέγω1
ἐλέγετο	verb	http://data.perseus.org/collections/_λέγω3
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω3
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω2
ἐλέγομεν	verb	http://data.perseus.org/collections/_λέγω1
ἐλέγχεα	noun	http://data.perseus.org/collections/_ἔλεγχος1
ἐλέγχεται	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέγχηται	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέγχιστον	adjective	http://data.perseus.org/collections/_ἐλεγχής
ἐλέγχονται	verb	http://data.perseus.org/collections/_ἐλέγχω
ἐλέλιχθεν	verb	http://data.perseus.org/collections/_ἐλελίζω2
ἐλέλιχθεν	verb	http://data.perseus.org/collections/_ἐλελίζω1
ἐλέλυτο	verb	http://data.perseus.org/collections/_λύω
ἐλέφαντα	noun	http://data.perseus.org/collections/_ἐλέφας
ἐλέχθη	verb	http://data.perseus.org/collections/_λέγω3
ἐλέχθη	verb	http://data.perseus.org/collections/_λέγω2
ἐλίσσεθ'	verb	http://data.perseus.org/collections/_ἐλίσσω
ἐλίσσεθ'	verb	http://data.perseus.org/collections/_λίσσομαι
ἐλίσσεθ'	verb	http://data.perseus.org/collections/_ἑλίσσω
ἐλύθη	verb	http://data.perseus.org/collections/_λύω
ἐλύπησεν	verb	http://data.perseus.org/collections/_λυπέω
ἐμ	preposition	http://data.perseus.org/collections/_ἐν
ἐμάνη	verb	http://data.perseus.org/collections/_μαίνομαι
ἐμάρναντο	verb	http://data.perseus.org/collections/_μάρναμαι
ἐμάστιξεν	verb	http://data.perseus.org/collections/_μαστίζω
ἐμάχετο	verb	http://data.perseus.org/collections/_μάχομαι
ἐμάχοντο	verb	http://data.perseus.org/collections/_μάχομαι
ἐμέ	adjective	http://data.perseus.org/collections/_ἐμός
ἐμέ	pronoun	http://data.perseus.org/collections/_ἐγώ
ἐμέγηρε	verb	http://data.perseus.org/collections/_μεγαίρω
ἐμέθεν	verb	http://data.perseus.org/collections/_μεθίημι
ἐμέθεν	pronoun	http://data.perseus.org/collections/_ἐγώ
ἐμέλλετε	verb	http://data.perseus.org/collections/_μέλλω
ἐμέμφετο	verb	http://data.perseus.org/collections/_μέμφομαι
ἐμέο	pronoun	http://data.perseus.org/collections/_ἐγώ
ἐμέο	verb	http://data.perseus.org/collections/_ἐμέω
ἐμέριζον	verb	http://data.perseus.org/collections/_μερίζω
ἐμέων	adjective	http://data.perseus.org/collections/_ἐμός
ἐμέων	verb	http://data.perseus.org/collections/_ἐμέω
ἐμίγη	verb	http://data.perseus.org/collections/_μίγνυμι
ἐμίσγετο	verb	http://data.perseus.org/collections/_μίγνυμι
ἐμίσει	verb	http://data.perseus.org/collections/_μισέω
ἐμαίνετο	verb	http://data.perseus.org/collections/_μαίνομαι
ἐμαντεύοντο	verb	http://data.perseus.org/collections/_μαντεύομαι
ἐμαντεύοντο	verb	http://data.perseus.org/collections/_μαντεύω
ἐμαντεύσατο	verb	http://data.perseus.org/collections/_μαντεύομαι
ἐμαντεύσατο	verb	http://data.perseus.org/collections/_μαντεύω
ἐμαρτύρησεν	verb	http://data.perseus.org/collections/_μαρτυρέω
ἐμαυτοῦ	pronoun	http://data.perseus.org/collections/_ἐμαυτοῦ
ἐμαυτόν	pronoun	http://data.perseus.org/collections/_ἐμαυτοῦ
ἐμβάλλει	verb	http://data.perseus.org/collections/_ἐμβάλλω
ἐμβάλλειν	verb	http://data.perseus.org/collections/_ἐμβάλλω
ἐμβάλλουσι	verb	http://data.perseus.org/collections/_ἐμβάλλω
ἐμβαδὸν	adverb	http://data.perseus.org/collections/_ἐμβαδόν1
ἐμβαδόν	adverb	http://data.perseus.org/collections/_ἐμβαδόν1
ἐμβαλεῖ	verb	http://data.perseus.org/collections/_ἐμβάλλω
ἐμβαλεῖν	verb	http://data.perseus.org/collections/_ἐμβάλλω
ἐμβαλλομένας	verb	http://data.perseus.org/collections/_ἐμβάλλω
