'	exclamation	lex112884.1_ἒ
εἰ	conjunction	lex23700.1_εἰ
εἰδέναι	verb	lex49627.1_οἶδα
εἰδέω	verb	lex49627.1_οἶδα
εἰδείη	verb	lex49627.1_οἶδα
εἰδεχθῆ	adjective	lex23721.1_εἰδεχθής
εἰδικὸν	adjective	lex23727.1_εἰδικός
εἰδικῶς	adjective	lex23727.1_εἰδικός
εἰδομένη	verb	lex24281.1_εἴδομαι
εἰδυίας	verb	lex49627.1_οἶδα
εἰδυίῃσι	verb	lex49627.1_οἶδα
εἰδυῖα	verb	lex49627.1_οἶδα
εἰδυῖαν	verb	lex49627.1_οἶδα
εἰδωλοποιούμενον	verb	lex23747.1_εἰδωλοποιέω
εἰδότα	verb	lex49627.1_οἶδα
εἰδότε	verb	lex49627.1_οἶδα
εἰδότες	verb	lex49627.1_οἶδα
εἰδότι	verb	lex49627.1_οἶδα
εἰδώς	verb	lex49627.1_οἶδα
εἰδώς	noun	lex23728.1_εἰδοί
εἰδέναι	verb	lex49627.1_οἶδα
εἰδόθ'	verb	lex49627.1_οἶδα
εἰδὼς	noun	lex23728.1_εἰδοί
εἰδὼς	verb	lex49627.1_οἶδα
εἰδώς	verb	lex49627.1_οἶδα
εἰδώς	noun	lex23728.1_εἰδοί
εἰδῇ	verb	lex49627.1_οἶδα
εἰδῇς	verb	lex49627.1_οἶδα
εἰθισμένος	verb	lex102549.1_ἐθίζω
εἰκάζει	verb	lex23771.1_εἰκάζω
εἰκάζειν	verb	lex23771.1_εἰκάζω
εἰκάσας	verb	lex23771.1_εἰκάζω
εἰκάσασα	verb	lex23771.1_εἰκάζω
εἰκαζομένους	verb	lex23771.1_εἰκάζω
εἰκαιοτέραις	adjective	lex23795.1_εἰκαῖος
εἰκαιοτέροις	adjective	lex23795.1_εἰκαῖος
εἰκαιοτέρων	adjective	lex23795.1_εἰκαῖος
εἰκαιότεροι	adjective	lex23795.1_εἰκαῖος
εἰκασθεὶς	verb	lex23771.1_εἰκάζω
εἰκασμένη	verb	lex23771.1_εἰκάζω
εἰκαστικώτερον	adjective	lex23793.1_εἰκαστικός
εἰκοσάκις	adverb	lex23819.1_εἰκοσάκις
εἰκοσινήριτα	adjective	lex23861.1_εἰκοσινήριτος
εἰκοστή	adjective	lex23879.1_εἰκοστός
εἰκοστή	noun	lex23870.1_εἰκοστή
εἰκοσίπηχυ	adjective	lex23837.1_εἰκοσίπηχυς
εἰκυῖα	verb	lex113685.1_ἔοικα
εἰκυῖα	verb	lex23889.1_εἰκός
εἰκόνες	noun	lex23892.1_εἰκών
εἰκόνι	noun	lex23892.1_εἰκών
εἰκόνος	noun	lex23892.1_εἰκών
εἰκόνων	noun	lex23892.1_εἰκών
εἰκότως	adverb	lex23891.1_εἰκότως
εἰκότως	adverb	lex107051.1_ἐοικότως
εἰκάζει	verb	lex23771.1_εἰκάζω
εἰκάσας	verb	lex23771.1_εἰκάζω
εἰκὸς	verb	lex113685.1_ἔοικα
εἰκὸς	verb	lex23889.1_εἰκός
εἰκόνα	noun	lex23892.1_εἰκών
εἰκός	verb	lex113685.1_ἔοικα
εἰκός	verb	lex23889.1_εἰκός
εἰκότως	adverb	lex23891.1_εἰκότως
εἰκότως	adverb	lex107051.1_ἐοικότως
εἰκὼς	verb	lex113685.1_ἔοικα
εἰκὼς	verb	lex23889.1_εἰκός
εἰκῆ	adverb	lex23893.1_εἰκῇ
εἰκῶν	noun	lex23892.1_εἰκών
εἰκῶν	verb	lex23771.1_εἰκάζω
εἰλήλουθα	verb	lex113813.1_ἔρχομαι
εἰλαπίνῃσιν	noun	lex23904.1_εἰλαπίνη
εἰλεῦντο	verb	lex23896.1_εἰλέω
εἰλεῦντο	verb	lex24297.1_εἴλω
εἰλημμένος	verb	lex39343.1_λαμβάνω
εἰλημμένη	verb	lex39343.1_λαμβάνω
εἰληφέναι	verb	lex39343.1_λαμβάνω
εἰλούμενον	verb	lex23896.1_εἰλέω
εἰλούμενον	verb	lex24297.1_εἴλω
εἰλύαται	verb	lex23937.1_εἰλύω
εἰλήλουθας	verb	lex113813.1_ἔρχομαι
εἰλῶν	verb	lex23896.1_εἰλέω
εἰλῶν	noun	lex117672.1_ἴλη
εἰλῶν	verb	lex24297.1_εἴλω
εἰλῶν	noun	lex24292.1_εἴλη
εἰμ'	verb	lex23940.1_εἰμί
εἰμέν	verb	lex23940.1_εἰμί
εἰμί	verb	lex23940.1_εἰμί
εἰμι	verb	lex23940.1_εἰμί
εἰμὲν	verb	lex23940.1_εἰμί
εἰμὶ	verb	lex23940.1_εἰμί
εἰμῐ	verb	lex23940.1_εἰμί
εἰν	preposition	lex104759.1_ἐν
εἰνάνυχες	adverb	lex23942.1_εἰνάνυχες
εἰπέ	verb	lex24366.1_εἶπον
εἰπεῖν	verb	lex24366.1_εἶπον
εἰπούσης	verb	lex24366.1_εἶπον
εἰποῦσα	verb	lex24366.1_εἶπον
εἰπόντα	verb	lex24366.1_εἶπον
εἰπόντε	verb	lex24366.1_εἶπον
εἰπόντι	verb	lex24366.1_εἶπον
εἰπόντος	verb	lex24366.1_εἶπον
εἰπόντοσ	verb	lex24366.1_εἶπον
εἰπών	verb	lex24366.1_εἶπον
εἰπὲ	verb	lex24366.1_εἶπον
εἰπόντας	verb	lex24366.1_εἶπον
εἰπόντι	verb	lex24366.1_εἶπον
εἰπόντος	verb	lex24366.1_εἶπον
εἰπὼν	verb	lex24366.1_εἶπον
εἰπών	verb	lex24366.1_εἶπον
εἰράων	noun	lex24307.1_εἴρη
εἰρήσεται	verb	lex111311.1_ἐρῶ
εἰρήσεται	verb	lex113787.1_ἔρομαι
εἰρήσεται	verb	lex23959.1_εἰρέω
εἰργάσατο	verb	lex110859.1_ἐργάζομαι
εἰργασμένα	verb	lex110859.1_ἐργάζομαι
εἰργασμέναις	verb	lex110859.1_ἐργάζομαι
εἰργόμενον	verb	http://data.perseus.org/collections/_ἔργω1
εἰρηκέναι	verb	lex111311.1_ἐρῶ
εἰρηκότες	verb	lex111311.1_ἐρῶ
εἰρηκότος	verb	lex111311.1_ἐρῶ
εἰρηκέναι	verb	lex111311.1_ἐρῶ
εἰρηκὼς	verb	lex111311.1_ἐρῶ
εἰρημένα	verb	lex111311.1_ἐρῶ
εἰρημένης	verb	lex111311.1_ἐρῶ
εἰρημένον	verb	lex111311.1_ἐρῶ
εἰρημένω	verb	lex111311.1_ἐρῶ
εἰρημένων	verb	lex111311.1_ἐρῶ
εἰρηνικῶς	adjective	lex23977.1_εἰρηνικός
εἰρκτῇ	noun	lex24269.1_εἱρκτή
εἰροπόκοις	adjective	lex23987.1_εἰροπόκος
εἰρυόμην	verb	lex111304.1_ἐρύω
εἰρωνείας	noun	lex23993.1_εἰρωνεία
εἰρωνευόμενος	verb	lex23996.1_εἰρωνεύομαι
εἰρόμενος	verb	lex24311.1_εἴρω
εἰρόμενος	verb	lex24312.1_εἴρω2
εἰρόμενος	verb	lex113787.1_ἔρομαι
εἰρύαται	verb	lex111304.1_ἐρύω
εἰρύσσαιτο	verb	lex111304.1_ἐρύω
εἰρύσσασθαι	verb	lex111304.1_ἐρύω
εἰρήκαμεν	verb	lex111311.1_ἐρῶ
εἰρήνην	noun	lex23962.1_εἰρήνη
εἰρόμεναι	verb	lex113787.1_ἔρομαι
εἰρόμεναι	verb	lex24312.1_εἴρω2
εἰρόμεναι	verb	lex24311.1_εἴρω
εἰρόμενος	verb	lex24312.1_εἴρω2
εἰρόμενος	verb	lex113787.1_ἔρομαι
εἰρόμενος	verb	lex24311.1_εἴρω
εἰρύετο	verb	lex111304.1_ἐρύω
εἰρύω	verb	lex111304.1_ἐρύω
εἰρῆσθαι	verb	lex23959.1_εἰρέω
εἰρῆσθαι	verb	lex111311.1_ἐρῶ
εἰς	preposition	lex24000.1_εἰς
εἰσ	preposition	lex24000.1_εἰς
εἰσ'	verb	lex23940.1_εἰμί
εἰσάγει	verb	lex24003.1_εἰσάγω
εἰσάγεται	verb	lex24003.1_εἰσάγω
εἰσάγῃ	verb	http://data.perseus.org/collections/_εἰσ-ἄγαμαι
εἰσάμενος	verb	lex24281.1_εἴδομαι
εἰσέβαλεν	verb	lex24075.1_εἰσβάλλω
εἰσέλθοι	verb	lex24020.1_εἰσέρχομαι
εἰσέρχονται	verb	lex24020.1_εἰσέρχομαι
εἰσήλυθον	verb	lex24020.1_εἰσέρχομαι
εἰσί	verb	lex23940.1_εἰμί
εἰσίν	verb	lex23940.1_εἰμί
εἰσαγαγὼν	verb	lex24003.1_εἰσάγω
εἰσανέβαινον	verb	lex24057.1_εἰσαναβαίνω
εἰσβάλλουσι	verb	lex24075.1_εἰσβάλλω
εἰσεδέξαντο	verb	lex24088.1_εἰσδέχομαι
εἰσελάσαντες	verb	lex24098.1_εἰσελαύνω
εἰσελθεῖν	verb	lex24020.1_εἰσέρχομαι
εἰσελθόντα	verb	lex24020.1_εἰσέρχομαι
εἰσεπράξατο	verb	lex24202.1_εἰσπράσσω
εἰσεῖδε	verb	http://data.perseus.org/collections/_εἰσ-εἶδον
εἰσηγεῖται	verb	lex24105.1_εἰσηγέομαι
εἰσι	verb	lex23940.1_εἰμί
εἰσιδέειν	verb	http://data.perseus.org/collections/_εἰσ-ἰδέω
εἰσιδέειν	verb	http://data.perseus.org/collections/_εἰσ-εἶδον
εἰσιν	verb	lex23940.1_εἰμί
εἰσιόντας	verb	lex24318.1_εἴσειμι
εἰσκαλούμενος	verb	lex24128.1_εἰσκαλέω
εἰσορόων	verb	lex24173.1_εἰσοράω
εἰσορόωσα	verb	lex24173.1_εἰσοράω
εἰσορόων	verb	lex24173.1_εἰσοράω
εἰσορᾶν	verb	lex24173.1_εἰσοράω
εἰσπραττόμενος	verb	lex24202.1_εἰσπράσσω
εἰστήκει	verb	http://data.perseus.org/collections/_εἰσ-τήκω
εἰσφέρει	verb	lex24214.1_εἰσφέρω
εἰσωποὶ	adjective	lex24230.1_εἰσωπός
εἰσόδου	noun	lex24326.1_εἴσοδος
εἰσόδους	noun	lex24326.1_εἴσοδος
εἰσόκε	adverb	lex24233.1_εἰσόκε
εἰσάγει	verb	lex24003.1_εἰσάγω
εἰσάγη	verb	http://data.perseus.org/collections/_εἰσ-ἀγάω
εἰσάγη	verb	http://data.perseus.org/collections/_εἰσ-ἄγνυμι
εἰσάγουσιν	verb	lex24003.1_εἰσάγω
εἰσὶ	verb	lex23940.1_εἰμί
εἰσὶν	verb	lex23940.1_εἰμί
εἰσίν	verb	lex23940.1_εἰμί
εἰσῆκται	verb	lex24003.1_εἰσάγω
εἰσῆλθον	verb	lex24020.1_εἰσέρχομαι
εἰωθότι	verb	lex112999.1_ἔθω
εἰωθὼς	verb	lex112999.1_ἔθω
εἰώθαμεν	verb	lex112999.1_ἔθω
εἰώθασι	verb	lex112999.1_ἔθω
εἰώθασιν	verb	lex112999.1_ἔθω
εἰώθει	verb	lex112999.1_ἔθω
εἱαμενὴ	noun	lex24244.1_εἱαμενή
εἱαμενῇ	noun	lex24244.1_εἱαμενή
εἱδότες	verb	lex49627.1_οἶδα
εἱμαρμένην	verb	lex42883.1_μείρομαι
εἱμαρμένον	verb	lex42883.1_μείρομαι
εἱς	preposition	lex24000.1_εἰς
εἱσ	preposition	lex24000.1_εἰς
εἱστήκει	verb	lex117810.1_ἵστημι
εἲ	conjunction	lex23700.1_εἰ
εἴ	conjunction	lex23700.1_εἰ
εἴα	verb	lex101906.1_ἐάω
εἴαθ'	verb	lex23940.1_εἰμί
εἴαθ'	verb	lex101906.1_ἐάω
εἴασε	verb	lex23701.1_εἰάζω
εἴασε	verb	lex101906.1_ἐάω
εἴασεν	verb	lex23701.1_εἰάζω
εἴασεν	verb	lex101906.1_ἐάω
εἴασκε	verb	lex101906.1_ἐάω
εἴατο	verb	lex23940.1_εἰμί
εἴατο	verb	lex101906.1_ἐάω
εἴγ'	conjunction	lex23700.1_εἰ
εἴγε	conjunction	lex23700.1_εἰ
εἴδει	noun	lex24358.1_εἶδος
εἴδει	verb	lex24281.1_εἴδομαι
εἴδεσιν	noun	lex24358.1_εἶδος
εἴδετ'	verb	lex49627.1_οἶδα
εἴδετ'	verb	lex24357.1_εἶδον
εἴδετ'	verb	lex24281.1_εἴδομαι
εἴδετε	verb	lex24357.1_εἶδον
εἴδετε	verb	lex49627.1_οἶδα
εἴδη	noun	lex24358.1_εἶδος
εἴδησις	noun	lex24279.1_εἴδησις
εἴδητε	verb	lex49627.1_οἶδα
εἴδομεν	verb	lex49627.1_οἶδα
εἴδομεν	verb	lex24357.1_εἶδον
εἴδωλα	noun	lex24283.1_εἴδωλον
εἴδωλον	noun	lex24283.1_εἴδωλον
εἴδωλόν	noun	lex24283.1_εἴδωλον
εἴη	verb	lex23940.1_εἰμί
εἴη	verb	lex101906.1_ἐάω
εἴην	verb	lex23940.1_εἰμί
εἴης	verb	lex23940.1_εἰμί
εἴης	verb	lex101906.1_ἐάω
εἴθε	exclamation	lex24286.1_εἴθε
εἴθισται	verb	lex102549.1_ἐθίζω
εἴκασε	verb	lex23771.1_εἰκάζω
εἴκασεν	verb	lex23771.1_εἰκάζω
εἴκασται	verb	lex23771.1_εἰκάζω
εἴκελον	adjective	lex24288.1_εἴκελος
εἴκουσι	verb	lex24290.1_εἴκω
εἴκων	verb	lex24290.1_εἴκω
εἴλετο	verb	lex24297.1_εἴλω
εἴλημα	noun	lex24293.1_εἴλημα
εἴληπται	verb	lex39343.1_λαμβάνω
εἴληφε	verb	lex39343.1_λαμβάνω
εἴληφεν	verb	lex39343.1_λαμβάνω
εἴλομεν	verb	lex24297.1_εἴλω
εἴμ'	verb	lex23940.1_εἰμί
εἴξας	verb	lex24290.1_εἴκω
εἴξατό	verb	lex24290.1_εἴκω
εἴξω	verb	lex24290.1_εἴκω
εἴξω	verb	lex113685.1_ἔοικα
εἴπ'	verb	lex24366.1_εἶπον
εἴπατε	verb	lex24366.1_εἶπον
εἴπερ	conjunction	lex24302.1_εἴπερ
εἴπεσκε	verb	lex24366.1_εἶπον
εἴπεσκεν	verb	lex24366.1_εἶπον
εἴπηται	verb	lex24366.1_εἶπον
εἴποι	verb	lex24366.1_εἶπον
εἴποιεν	verb	lex24366.1_εἶπον
εἴποιμεν	verb	lex24366.1_εἶπον
εἴποιμι	verb	lex24366.1_εἶπον
εἴπομεν	verb	lex24366.1_εἶπον
εἴπω	noun	lex24367.1_εἶπος
εἴπω	verb	lex24366.1_εἶπον
εἴπωμεν	verb	lex24366.1_εἶπον
εἴπῃ	verb	lex24366.1_εἶπον
εἴπῃσιν	verb	lex24366.1_εἶπον
εἴργεται	verb	http://data.perseus.org/collections/_ἔργω1
εἴρηκας	verb	lex111311.1_ἐρῶ
εἴρηκε	verb	lex111311.1_ἐρῶ
εἴρηκεν	verb	lex111311.1_ἐρῶ
εἴρηνται	verb	lex111311.1_ἐρῶ
εἴρηται	verb	lex24312.1_εἴρω2
εἴρηται	verb	lex111311.1_ἐρῶ
εἴρηται	verb	lex24311.1_εἴρω
εἴρηται	verb	lex113787.1_ἔρομαι
εἴρητο	verb	lex111311.1_ἐρῶ
εἴριον	noun	lex113779.1_ἔριον
εἴριον	verb	lex23959.1_εἰρέω
εἴρυσαν	verb	lex111304.1_ἐρύω
εἴς	preposition	lex24000.1_εἰς
εἴσαιτο	verb	lex24281.1_εἴδομαι
εἴσατο	verb	lex24364.1_εἶμι
εἴσεται	verb	lex49627.1_οἶδα
εἴσεται	verb	lex24364.1_εἶμι
εἴσιδ'	verb	http://data.perseus.org/collections/_εἰσ-εἶδον
εἴσοδός	noun	lex24326.1_εἴσοδος
εἴσομ'	verb	lex49627.1_οἶδα
εἴσομ'	verb	lex24364.1_εἶμι
εἴσομαι	verb	lex49627.1_οἶδα
εἴσομαι	verb	lex24364.1_εἶμι
εἴσω	adverb	lex24343.1_εἴσω
εἴσω	verb	lex24281.1_εἴδομαι
εἴτ'	adverb	lex24345.1_εἴτε
εἴτε	adverb	lex24345.1_εἴτε
εἴχετο	verb	lex113895.1_ἔχω
εἴχομεν	verb	lex113895.1_ἔχω
εἴχοντο	verb	lex113895.1_ἔχω
εἴω	verb	lex23940.1_εἰμί
εἴωθα	verb	lex112999.1_ἔθω
εἴωθας	verb	lex112999.1_ἔθω
εἴωθε	verb	lex112999.1_ἔθω
εἴωθεν	verb	lex112999.1_ἔθω
εἴων	verb	lex101906.1_ἐάω
εἵατο	verb	lex113914.1_ἕζομαι
εἵατο	verb	lex115768.1_ἧμαι
εἵατο	verb	lex113962.1_ἕννυμι
εἵατο	verb	lex117778.1_ἵημι
εἵκοσι	numeral	lex24289.1_εἴκοσι
εἵλαντο	verb	lex12204.1_αἱρέω
εἵλετο	verb	lex12204.1_αἱρέω
εἵλκυσε	verb	lex113949.1_ἕλκω
εἵνεκα	preposition	lex113961.1_ἕνεκα
εἵπερ	conjunction	lex24302.1_εἴπερ
εἵπετ'	verb	lex113975.1_ἕπομαι
εἵπετο	verb	lex113975.1_ἕπομαι
εἵρηκεν	verb	lex111311.1_ἐρῶ
εἵρηται	verb	lex24312.1_εἴρω2
εἵρηται	verb	lex113787.1_ἔρομαι
εἵρηται	verb	lex24311.1_εἴρω
εἵρηται	verb	lex111311.1_ἐρῶ
εἵως	conjunction	lex114016.1_ἕως
εἶ	verb	lex23940.1_εἰμί
εἶ	conjunction	lex23700.1_εἰ
εἶ	verb	lex24364.1_εἶμι
εἶδεν	verb	lex24357.1_εἶδον
εἶδον	verb	lex24357.1_εἶδον
εἶδος	noun	lex24358.1_εἶδος
εἶδός	noun	lex24358.1_εἶδος
εἶεν	particle	lex24359.1_εἶεν
εἶεν	verb	lex23940.1_εἰμί
εἶθ'	adverb	lex24372.1_εἶτα
εἶθ'	verb	lex24364.1_εἶμι
εἶθ'	verb	lex23940.1_εἰμί
εἶθαρ	adverb	lex24360.1_εἶθαρ
εἶλε	verb	lex24297.1_εἴλω
εἶμ'	verb	lex24364.1_εἶμι
εἶμι	verb	lex24364.1_εἶμι
εἶναι	verb	lex23940.1_εἰμί
εἶναί	verb	lex23940.1_εἰμί
εἶπε	verb	lex24366.1_εἶπον
εἶπε	noun	lex24367.1_εἶπος
εἶπεν	verb	lex24366.1_εἶπον
εἶπες	verb	lex24366.1_εἶπον
εἶπον	noun	lex24367.1_εἶπος
εἶπον	verb	lex24366.1_εἶπον
εἶργεν	verb	http://data.perseus.org/collections/_ἔργω1
εἶς	verb	lex23940.1_εἰμί
εἶς	verb	lex24364.1_εἶμι
εἶς	preposition	lex24000.1_εἰς
εἶσθα	verb	lex24364.1_εἶμι
εἶσι	verb	lex24364.1_εἶμι
εἶσὶν	verb	lex24318.1_εἴσειμι
εἶσὶν	verb	lex24364.1_εἶμι
εἶτα	adverb	lex24372.1_εἶτα
εἶχ'	verb	lex24290.1_εἴκω
εἶχ'	verb	lex113895.1_ἔχω
εἶχ'	verb	lex113685.1_ἔοικα
εἶχε	verb	lex113895.1_ἔχω
εἶχεν	verb	lex113895.1_ἔχω
εἶχον	verb	lex113895.1_ἔχω
εἷλεν	verb	lex12204.1_αἱρέω
εἷλκεν	verb	lex113949.1_ἕλκω
εἷλκον	verb	lex113949.1_ἕλκω
εἷναι	verb	lex117778.1_ἵημι
εἷπε	verb	lex24366.1_εἶπον
εἷπε	noun	lex24367.1_εἶπος
εἷς	noun	lex24378.1_εἷς
εἷτα	adverb	lex24372.1_εἶτα
εὐάλωτα	adjective	lex24396.1_εὐάλωτος
εὐήθης	adjective	lex24470.1_εὐήθης
εὐήθους	adjective	lex24470.1_εὐήθης
εὐήθως	adverb	lex24470.1_εὐήθης
εὐβουλία	noun	lex24635.1_εὐβουλία
εὐβουλίαν	noun	lex24635.1_εὐβουλία
εὐγένειαν	noun	lex24647.1_εὐγένεια
εὐγενής	adjective	lex24657.1_εὐγενής
εὐγενείας	noun	lex24647.1_εὐγένεια
εὐγενείᾳ	noun	lex24647.1_εὐγένεια
εὐγενεῖς	adjective	lex24657.1_εὐγενής
εὐγενέστατε	adjective	lex24657.1_εὐγενής
εὐγένειαν	noun	lex24647.1_εὐγένεια
εὐδίαν	noun	lex24696.1_εὐδία
εὐδίαν	verb	lex24750.1_εὐδιάω
εὐδαίμονα	adjective	lex24707.1_εὐδαίμων
εὐδαιμονίαν	noun	lex24709.1_εὐδαιμονία
εὐδείελον	adjective	lex24719.1_εὐδείελος
εὐδιάλυτον	adjective	lex24738.1_εὐδιάλυτος
εὐδιάσειστα	adjective	lex24745.1_εὐδιάσειστος
εὐειδής	adjective	lex24807.1_εὐειδής
εὐειδεῖς	adjective	lex24807.1_εὐειδής
εὐειδέστατον	adjective	lex24807.1_εὐειδής
εὐειδὴς	adjective	lex24807.1_εὐειδής
εὐεξίαν	noun	lex24834.1_εὐεξία
εὐεπίφορον	adjective	lex24864.1_εὐεπίφορος
εὐεπίδρομον	adjective	lex24853.1_εὐεπίδρομος
εὐεργεσίας	noun	lex24887.1_εὐεργεσία
εὐεργεσιῶν	noun	lex24887.1_εὐεργεσία
εὐεργετήσασα	verb	lex24888.1_εὐεργετέω
εὐηθείας	noun	lex24469.1_εὐήθεια
εὐθέες	adjective	lex24960.1_εὐθής
εὐθέες	adjective	lex25102.1_εὐθύς1
εὐθέως	adjective	lex25102.1_εὐθύς1
εὐθέως	adverb	lex25103.1_εὐθύς2
εὐθέως	adjective	lex24960.1_εὐθής
εὐθέως	adverb	lex24954.1_εὐθέως
εὐθεία	adjective	lex25102.1_εὐθύς1
εὐθεία	noun	lex24982.1_εὐθεῖα
εὐθείαι	adjective	lex25102.1_εὐθύς1
εὐθείαι	noun	lex24982.1_εὐθεῖα
εὐθείας	noun	lex24982.1_εὐθεῖα
εὐθείας	adjective	lex25102.1_εὐθύς1
εὐθετοῦν	verb	lex24978.1_εὐθετέω
εὐθείαι	adjective	lex25102.1_εὐθύς1
εὐθείαι	noun	lex24982.1_εὐθεῖα
εὐθείας	adjective	lex25102.1_εὐθύς1
εὐθείας	noun	lex24982.1_εὐθεῖα
εὐθεῖα	adjective	lex25102.1_εὐθύς1
εὐθεῖα	noun	lex24982.1_εὐθεῖα
εὐθεῖαν	adjective	lex25102.1_εὐθύς1
εὐθεῖαν	noun	lex24982.1_εὐθεῖα
εὐθεῖᾳ	noun	lex24982.1_εὐθεῖα
εὐθεῖᾳ	adjective	lex25102.1_εὐθύς1
εὐθηνοῦντα	verb	lex24992.1_εὐθηνέω
εὐθυμίαν	noun	lex25036.1_εὐθυμία
εὐθύνεται	verb	lex25093.1_εὐθύνω
εὐθέως	adverb	lex24954.1_εὐθέως
εὐθέως	adjective	lex25102.1_εὐθύς1
εὐθέως	adverb	lex25103.1_εὐθύς2
εὐθέως	adjective	lex24960.1_εὐθής
εὐθὺ	adjective	lex25102.1_εὐθύς1
εὐθὺ	adverb	lex25103.1_εὐθύς2
εὐθὺς	adjective	lex25102.1_εὐθύς1
εὐθὺς	adverb	lex25103.1_εὐθύς2
εὐκίνητοι	adjective	lex25148.1_εὐκίνητος
εὐκίνητον	adjective	lex25148.1_εὐκίνητος
εὐκίνητος	adjective	lex25148.1_εὐκίνητος
εὐκινήτους	adjective	lex25148.1_εὐκίνητος
εὐκινήτων	adjective	lex25148.1_εὐκίνητος
εὐκλέας	noun	lex25214.1_εὐκλεής
εὐκλεής	noun	lex25214.1_εὐκλεής
εὐκλεεῖς	adjective	lex25214.1_εὐκλεής
εὐκλεῆ	adjective	lex25214.1_εὐκλεής
εὐκράδαντον	adjective	lex25233.1_εὐκράδαντος
εὐκρινοῦς	adjective	lex25246.1_εὐκρινής
εὐκρινὲς	adjective	lex25246.1_εὐκρινής
εὐκτικοῖς	adjective	lex25259.1_εὐκτικός
εὐκτικοῦ	adjective	lex25259.1_εὐκτικός
εὐκτικόν	adjective	lex25259.1_εὐκτικός
εὐκτικὸν	adjective	lex25259.1_εὐκτικός
εὐκτικόν	adjective	lex25259.1_εὐκτικός
εὐκτικῶν	adjective	lex25259.1_εὐκτικός
εὐκτικῶς	adjective	lex25259.1_εὐκτικός
εὐκόλως	adjective	lex26332.1_εὔκολος
εὐκόλωσ	adjective	lex26332.1_εὔκολος
εὐκύκλους	adjective	lex26350.1_εὔκυκλος
εὐκύκλων	adjective	lex26350.1_εὔκυκλος
εὐκίνητον	adjective	lex25148.1_εὐκίνητος
εὐλή	noun	lex25279.1_εὐλή
εὐλαβείας	noun	lex25274.1_εὐλάβεια
εὐλαβεῖσθαι	verb	lex25282.1_εὐλαβέομαι
εὐλαβεῖται	verb	lex25282.1_εὐλαβέομαι
εὐλαβηθεὶς	verb	lex25282.1_εὐλαβέομαι
εὐλαβούμενος	verb	lex25282.1_εὐλαβέομαι
εὐλαβοῦμαι	verb	lex25282.1_εὐλαβέομαι
εὐλαβοῦνται	verb	lex25282.1_εὐλαβέομαι
εὐλαβοῦντο	verb	lex25282.1_εὐλαβέομαι
εὐλογώτερον	adjective	lex26364.1_εὔλογος
εὐλόγως	adjective	lex26364.1_εὔλογος
εὐλὰς	noun	lex25279.1_εὐλή
εὐλόγως	adjective	lex26364.1_εὔλογος
εὐμαρὴς	adjective	lex25345.1_εὐμαρής
εὐμαρῶς	adjective	lex25345.1_εὐμαρής
εὐνάζειν	verb	lex25399.1_εὐνάζω
εὐνάς	noun	lex25405.1_εὐνή
εὐνή	noun	lex25405.1_εὐνή
εὐνήν	noun	lex25405.1_εὐνή
εὐνὰς	noun	lex25405.1_εὐνή
εὐνὴν	noun	lex25405.1_εὐνή
εὐνήν	noun	lex25405.1_εὐνή
εὐνῆς	verb	lex25401.1_εὐνάω
εὐνῆς	noun	lex25405.1_εὐνή
εὐνῆς	verb	lex25399.1_εὐνάζω
εὐνῇ	verb	lex25399.1_εὐνάζω
εὐνῇ	verb	lex25401.1_εὐνάω
εὐνῇ	noun	lex25405.1_εὐνή
εὐξόμεθα	verb	lex26605.1_εὔχομαι
εὐπαθέστερά	adjective	lex25513.1_εὐπαθής
εὐπαθῆ	adjective	lex25513.1_εὐπαθής
εὐπορεῖ	verb	lex25614.1_εὐπορέω
εὐπορῆσαι	verb	lex25614.1_εὐπορέω
εὐπρεπής	adjective	lex25631.1_εὐπρεπής
εὐπρεπεστάτη	adjective	lex25631.1_εὐπρεπής
εὐπρεπὲς	adjective	lex25631.1_εὐπρεπής
εὐπρεπῆ	adjective	lex25631.1_εὐπρεπής
εὐρέα	adjective	lex25780.1_εὐρύς
εὐρεῖα	adjective	lex25780.1_εὐρύς
εὐρυάγυιαν	noun	lex25704.1_εὐρυάγυια
εὐρυχόροιο	adjective	lex25790.1_εὐρύχορος
εὐρύοπα	noun	lex25776.1_εὐρύοπα
εὐρὰξ	adverb	lex25684.1_εὐράξ
εὐρέας	adjective	lex25780.1_εὐρύς
εὐρέες	adjective	lex25780.1_εὐρύς
εὐρὺ	adjective	lex25780.1_εὐρύς
εὐρὺν	adjective	lex25780.1_εὐρύς
εὐρύ	adjective	lex25780.1_εὐρύς
εὐρύς	adjective	lex25780.1_εὐρύς
εὐρώς	noun	lex25795.1_εὐρώς
εὐσεβέα	adjective	lex25814.1_εὐσεβής
εὐσεβέας	adjective	lex25814.1_εὐσεβής
εὐσεβείας	noun	lex25799.1_εὐσέβεια
εὐσεβεῖν	verb	lex25813.1_εὐσεβέω
εὐσεβεῖσθαι	verb	lex25813.1_εὐσεβέω
εὐσεβῆ	adjective	lex25814.1_εὐσεβής
εὐσταθεῖν	verb	lex25843.1_εὐσταθέω
εὐστοχίαι	noun	lex25860.1_εὐστοχία
εὐσχημόνως	adjective	lex25891.1_εὐσχήμων
εὐσέβεϊ	verb	lex25813.1_εὐσεβέω
εὐταξία	noun	lex25931.1_εὐταξία
εὐτελέσι	adjective	lex25940.1_εὐτελής
εὐτελής	adjective	lex25940.1_εὐτελής
